AUROC,AUPRC,Brier,Sensitivity,Specificity,PPV,NPV,Model
0.7573045778317211,0.22834259042781999,0.17705133765678713,0.6286549707602339,0.7361111111111112,0.17594108019639934,0.9567438692098093,Logistic regression
0.7248672870155822,0.17206747285467247,0.2151428080543091,0.631578947368421,0.7075471698113207,0.16216216216216217,0.9554140127388535,Elastic net
0.7799094609339561,0.2265150241467645,0.13260669864542338,0.5,0.8532494758909853,0.23392612859097128,0.9501021301429822,Random forest
0.7940358846101977,0.24289607513847397,0.0686409111560912,0.017543859649122806,0.9979035639412998,0.42857142857142855,0.918918918918919,XGBoost
